row_id,image_id,question,answer,generated_answer
64,472375,Indicate the position of the dog in the picture.,The dog is located at the middleCenter of the image.,The dog is located at the bottomCenter of the image.
65,472375,Point out the location of the motorcycle.,The motorcycle is located at the middleCenter of the image.,The motorcycle is located at the topLeft of the image.
66,472375,Indicate the position of the dog in the picture and point out the location of the motorcycle.,The dog is located at the middleCenter and the motorcycle is located at the middleCenter of the image.,The dog is located at the bottomCenter and the motorcycle is located at the middleLeft of the image.
67,472375,Indicate the position of the dog and the motorcycle in the picture.,The dog is located at the middleCenter and the motorcycle is located at the middleCenter of the image.,The dog is located at the bottomCenter and the motorcycle is located at the middleLeft of the image.
68,472375,Describe the spatial location of the dog in the image.,The dog is located at the middleCenter of the image.,The dog is located at the bottomCenter of the image.
69,472375,Give me the whereabouts of the motorcycle in the picture.,The motorcycle is located at the middleCenter of the image.,The motorcycle is located at the topLeft of the image.
70,472375,Describe the spatial location of the dog in the image and give me the whereabouts of the motorcycle in the picture.,The dog is located at the middleCenter and the motorcycle is located at the middleCenter of the image.,The dog is located at the bottomCenter and the motorcycle is located at the middleLeft of the image.
71,472375,Describe the spatial location of the dog and the motorcycle in the image.,The dog is located at the middleCenter and the motorcycle is located at the middleCenter of the image.,The dog is located at the bottomCenter and the motorcycle is located at the middleLeft of the image.
72,520301,Identify the location of the dog in the picture.,The dog is located at the middleCenter of the image.,The dog is located at the bottomCenter of the image.
73,579321,Specify the exact position of the dog in the image.,The dog is located at the middleCenter of the image.,The dog is located at the middleCenter of the image.
74,579321,Pinpoint the location of the person in the image.,The person is located at the topCenter of the image.,The person is located at the topLeft of the image.
75,579321,Specify the exact position of the dog in the image and pinpoint the location of the person in the image.,The dog is located at the middleCenter and the person is located at the topCenter of the image.,The dog is located at the middleCenter and the person is located at the topRight of the image.
76,579321,Specify the exact position of the dog and the person in the image.,The dog is located at the middleCenter and the person is located at the topCenter of the image.,The dog is located at the middleCenter and the person is located at the topRight of the image.
77,579321,Tell me about the spatial position of the dog in the picture.,The dog is located at the middleCenter of the image.,The dog is located at the middleCenter of the image.
78,579321,Locate the the person within the image.,The person is located at the topCenter of the image.,The person is located at the topLeft of the image.
79,579321,Tell me about the spatial position of the dog in the picture and locate the the person within the image.,The dog is located at the middleCenter and the person is located at the topCenter of the image.,The dog is located at the middleCenter and the person is located at the topRight of the image.
80,579321,Tell me about the spatial position of the dog and the person in the picture.,The dog is located at the middleCenter and the person is located at the topCenter of the image.,The dog is located at the middleCenter and the person is located at the topRight of the image.
81,579321,What quadrant is the dog in the image?,The dog is located at the middleCenter of the image.,The dog is located at the middleCenter of the image.
82,579321,Specify the position of the person in the image.,The person is located at the topCenter of the image.,The person is located at the topLeft of the image.
83,579321,What quadrant is the dog in the image and specify the position of the person in the image.,The dog is located at the middleCenter and the person is located at the topCenter of the image.,The dog is located at the middleCenter and the person is located at the topRight of the image.
84,579321,What quadrant are the dog and the person in the image?,The dog is located at the middleCenter and the person is located at the topCenter of the image.,The dog is located at the middleCenter and the person is located at the topRight of the image.
85,494869,Which area of the image is the dog located in?,The dog is located at the bottomLeft of the image.,The dog is located at the middleLeft of the image.
86,494869,What is the position of the spoon in the image?,The spoon is located at the middleRight of the image.,The spoon is located at the topLeft of the image.
87,494869,Which area of the image is the dog located in and what is the position of the spoon in the image?,The dog is located at the bottomLeft and the spoon is located at the middleRight of the image.,The dog is located at the middleLeft and the spoon is located at the topRight of the image.
88,494869,Which area of the image are the dog and the spoon located in?,The dog is located at the bottomLeft and the spoon is located at the middleRight of the image.,The dog is located at the middleLeft and the spoon is located at the topLeft of the image.
89,494869,Tell me the spot where the dog is placed in the picture.,The dog is located at the bottomLeft of the image.,The dog is located at the middleLeft of the image.
90,494869,Describe the location of the spoon in the image.,The spoon is located at the middleRight of the image.,The spoon is located at the topLeft of the image.
91,494869,Tell me the spot where the dog is placed in the picture and describe the location of the spoon in the image.,The dog is located at the bottomLeft and the spoon is located at the middleRight of the image.,The dog is located at the middleLeft and the spoon is located at the topRight of the image.
92,494869,Tell me the spot where the dog and the spoon are placed in the picture.,The dog is located at the bottomLeft and the spoon is located at the middleRight of the image.,The dog is located at the middleLeft and the spoon is located at the middleRight of the image.
93,494869,Provide information about the location of the dog in the image.,The dog is located at the bottomLeft of the image.,The dog is located at the middleLeft of the image.
94,494869,Identify the position of the spoon in the picture.,The spoon is located at the middleRight of the image.,The spoon is located at the topLeft of the image.
95,494869,Provide information about the location of the dog in the image and identify the position of the spoon in the picture.,The dog is located at the bottomLeft and the spoon is located at the middleRight of the image.,The dog is located at the middleLeft and the spoon is located at the middleRight of the image.
96,494869,Provide information about the location of the dog and the spoon in the image.,The dog is located at the bottomLeft and the spoon is located at the middleRight of the image.,The dog is located at the middleLeft and the spoon is located at the middleRight of the image.
97,494869,Identify the general area where the spoon is located in the picture.,The spoon is located at the middleRight of the image.,The spoon is located at the topLeft of the image.
98,494869,Point out the location of the bottle.,The bottle is located at the topCenter of the image.,The bottle is located at the topLeft of the image.
99,494869,Identify the general area where the spoon is located in the picture and point out the location of the bottle.,The spoon is located at the middleRight and the bottle is located at the topCenter of the image.,The spoon is located at the topLeft and the bottle is located at the middleLeft of the image.
100,494869,Identify the general area where the spoon and the bottle are located in the picture.,The spoon is located at the middleRight and the bottle is located at the topCenter of the image.,The spoon is located at the topLeft and the bottle is located at the middleLeft of the image.
101,494869,Elaborate on the general whereabouts of the spoon in the picture.,The spoon is located at the middleRight of the image.,The spoon is located at the topLeft of the image.
102,494869,Give me the whereabouts of the bottle in the picture.,The bottle is located at the topCenter of the image.,The bottle is located at the topCenter of the image.
103,494869,Elaborate on the general whereabouts of the spoon in the picture and give me the whereabouts of the bottle in the picture.,The spoon is located at the middleRight and the bottle is located at the topCenter of the image.,The spoon is located at the topLeft and the bottle is located at the middleLeft of the image.
104,494869,Elaborate on the general whereabouts of the spoon and the bottle in the picture.,The spoon is located at the middleRight and the bottle is located at the topCenter of the image.,The spoon is located at the topLeft and the bottle is located at the middleLeft of the image.
105,494869,Tell me about the placement of the spoon in the image.,The spoon is located at the middleRight of the image.,The spoon is located at the topLeft of the image.
106,494869,Elaborate on the whereabouts of the bottle in the picture.,The bottle is located at the topCenter of the image.,The bottle is located at the topCenter of the image.
107,494869,Tell me about the placement of the spoon in the image and elaborate on the whereabouts of the bottle in the picture.,The spoon is located at the middleRight and the bottle is located at the topCenter of the image.,The spoon is located at the topRight and the bottle is located at the middleLeft of the image.
108,494869,Tell me about the placement of the spoon and the bottle in the image.,The spoon is located at the middleRight and the bottle is located at the topCenter of the image.,The spoon is located at the topCenter and the bottle is located at the middleLeft of the image.
109,554002,Where is the dog located in the image?,The dog is located at the middleRight of the image.,The dog is located at the middleCenter of the image.
110,554002,Where can I find the chair in the image?,The chair is located at the topRight of the image.,The chair is located at the topLeft of the image.
111,554002,Where is the dog located in the image and where can I find the chair in the image?,The dog is located at the middleRight and the chair is located at the topRight of the image.,The dog is located at the middleCenter and the chair is located at the topLeft of the image.
112,554002,Where are the dog and the chair located in the image?,The dog is located at the middleRight and the chair is located at the topRight of the image.,The dog is located at the middleCenter and the chair is located at the topLeft of the image.
113,554002,What is the position of the dog in the image?,The dog is located at the middleRight of the image.,The dog is located at the bottomCenter of the image.
114,554002,Tell me about the placement of the chair in the image.,The chair is located at the topRight of the image.,The chair is located at the topLeft of the image.
115,554002,What is the position of the dog in the image and tell me about the placement of the chair in the image.,The dog is located at the middleRight and the chair is located at the topRight of the image.,The dog is located at the middleLeft and the chair is located at the topRight of the image.
116,554002,What are the position of the dog and the chair in the image?,The dog is located at the middleRight and the chair is located at the topRight of the image.,The dog is located at the middleCenter and the chair is located at the topRight of the image.
117,554002,Can you tell me where the dog is in the picture?,The dog is located at the middleRight of the image.,The dog is located at the middleCenter of the image.
118,554002,Specify the position of the chair in the image.,The chair is located at the topRight of the image.,The chair is located at the topLeft of the image.
119,554002,Can you tell me where the dog is in the picture and specify the position of the chair in the image.,The dog is located at the middleRight and the chair is located at the topRight of the image.,The dog is located at the middleCenter and the chair is located at the topRight of the image.
120,554002,Can you tell me where the dog and the chair are in the picture?,The dog is located at the middleRight and the chair is located at the topRight of the image.,The dog is located at the middleCenter and the chair is located at the topRight of the image.
121,78823,Describe the location of the dog in the image.,The dog is located at the middleCenter of the image.,The dog is located at the middleCenter of the image.
122,78823,In which part of the image is the potted plant situated?,The potted plant is located at the topLeft of the image.,The potted plant is located at the topRight of the image.
123,78823,Describe the location of the dog in the image and in which part of the image is the potted plant situated?,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.,The dog is located at the middleCenter and the potted plant is located at the topRight of the image.
124,78823,Describe the location of the dog and the potted plant in the image.,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.
125,78823,Locate the dog in the image.,The dog is located at the middleCenter of the image.,The dog is located at the middleCenter of the image.
126,78823,Describe where the potted plant is placed in the picture.,The potted plant is located at the topLeft of the image.,The potted plant is located at the topRight of the image.
127,78823,Locate the dog in the image and describe where the potted plant is placed in the picture.,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.,The dog is located at the middleCenter and the potted plant is located at the topRight of the image.
128,78823,Locate the dog and the potted plant in the image.,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.,The dog is located at the middleCenter and the potted plant is located at the topRight of the image.
129,78823,Identify the position of the dog in the picture.,The dog is located at the middleCenter of the image.,The dog is located at the middleCenter of the image.
130,78823,Identify the position of the potted plant in the picture.,The potted plant is located at the topLeft of the image.,The potted plant is located at the topRight of the image.
131,78823,Identify the position of the dog in the picture and identify the position of the potted plant in the picture.,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.,The dog is located at the middleCenter and the potted plant is located at the topRight of the image.
132,78823,Identify the position of the dog and the potted plant in the picture.,The dog is located at the middleCenter and the potted plant is located at the topLeft of the image.,The dog is located at the middleCenter and the potted plant is located at the topRight of the image.
133,419974,Where can I find the dog in the image?,The dog is located at the bottomLeft of the image.,The dog is located at the bottomLeft of the image.
134,419974,Point out the location of the chair.,The chair is located at the middleCenter of the image.,The chair is located at the middleLeft of the image.
135,419974,Where can I find the dog in the image and point out the location of the chair.,The dog is located at the bottomLeft and the chair is located at the middleCenter of the image.,The dog is located at the bottomLeft and the chair is located at the middleLeft of the image.
136,419974,Where can I find the dog and the chair in the image?,The dog is located at the bottomLeft and the chair is located at the middleCenter of the image.,The dog is located at the bottomLeft and the chair is located at the bottomRight of the image.
137,419974,Point out the location of the dog.,The dog is located at the bottomLeft of the image.,The dog is located at the bottomLeft of the image.
138,419974,Can you tell me where the chair is in the picture?,The chair is located at the middleCenter of the image.,The chair is located at the middleLeft of the image.
139,419974,Point out the location of the dog and can you tell me where the chair is in the picture?,The dog is located at the bottomLeft and the chair is located at the middleCenter of the image.,The dog is located at the bottomLeft and the chair is located at the middleLeft of the image.
140,419974,Point out the location of the dog and the chair.,The dog is located at the bottomLeft and the chair is located at the middleCenter of the image.,The dog is located at the bottomLeft and the chair is located at the bottomRight of the image.
141,419974,Tell me about the placement of the dog in the image.,The dog is located at the bottomLeft of the image.,The dog is located at the bottomLeft of the image.
142,419974,Locate the chair in the image.,The chair is located at the middleCenter of the image.,The chair is located at the middleLeft of the image.
143,419974,Tell me about the placement of the dog in the image and locate the chair in the image.,The dog is located at the bottomLeft and the chair is located at the middleCenter of the image.,The dog is located at the bottomLeft and the chair is located at the middleLeft of the image.
144,419974,Tell me about the placement of the dog and the chair in the image.,The dog is located at the bottomLeft and the chair is located at the middleCenter of the image.,The dog is located at the bottomLeft and the chair is located at the middleLeft of the image.
145,419974,Give me the whereabouts of the chair in the picture.,The chair is located at the middleCenter of the image.,The chair is located at the middleLeft of the image.
146,419974,Where can I find the bench in the image?,The bench is located at the middleLeft of the image.,The bench is located at the bottomCenter of the image.
147,419974,Give me the whereabouts of the chair in the picture and where can I find the bench in the image?,The chair is located at the middleCenter and the bench is located at the middleLeft of the image.,The chair is located at the middleLeft and the bench is located at the bottomCenter of the image.
148,419974,Give me the whereabouts of the chair and the bench in the picture.,The chair is located at the middleCenter and the bench is located at the middleLeft of the image.,The chair is located at the middleLeft and the bench is located at the bottomCenter of the image.
149,419974,Specify the position of the chair in the image.,The chair is located at the middleCenter of the image.,The chair is located at the middleLeft of the image.
150,419974,Tell me about the placement of the bench in the image.,The bench is located at the middleLeft of the image.,The bench is located at the bottomCenter of the image.
151,419974,Specify the position of the chair in the image and tell me about the placement of the bench in the image.,The chair is located at the middleCenter and the bench is located at the middleLeft of the image.,The chair is located at the middleLeft and the bench is located at the bottomCenter of the image.
152,419974,Specify the position of the chair and the bench in the image.,The chair is located at the middleCenter and the bench is located at the middleLeft of the image.,The chair is located at the middleLeft and the bench is located at the bottomCenter of the image.
153,419974,Elaborate on the whereabouts of the chair in the picture.,The chair is located at the middleCenter of the image.,The chair is located at the middleLeft of the image.
154,419974,Specify the position of the bench in the image.,The bench is located at the middleLeft of the image.,The bench is located at the bottomCenter of the image.
155,419974,Elaborate on the whereabouts of the chair in the picture and specify the position of the bench in the image.,The chair is located at the middleCenter and the bench is located at the middleLeft of the image.,The chair is located at the middleLeft and the bench is located at the bottomCenter of the image.
156,419974,Elaborate on the whereabouts of the chair and the bench in the picture.,The chair is located at the middleCenter and the bench is located at the middleLeft of the image.,The chair is located at the middleLeft and the bench is located at the bottomCenter of the image.
157,419974,In which part of the image is the bench situated?,The bench is located at the middleLeft of the image.,The bench is located at the bottomCenter of the image.
158,419974,In which part of the image is the wine glass situated?,The wine glass is located at the bottomRight of the image.,The wine glass is located at the middleLeft of the image.
159,419974,In which part of the image is the bench situated and in which part of the image is the wine glass situated?,The bench is located at the middleLeft and the wine glass is located at the bottomRight of the image.,The bench is located at the bottomCenter and the wine glass is located at the bottomLeft of the image.
160,419974,In which part of the image are the bench and the wine glass situated?,The bench is located at the middleLeft and the wine glass is located at the bottomRight of the image.,The bench is located at the bottomCenter and the wine glass is located at the middleLeft of the image.
161,419974,Pinpoint the location of the bench in the image.,The bench is located at the middleLeft of the image.,The bench is located at the bottomCenter of the image.
162,419974,Describe where the wine glass is placed in the picture.,The wine glass is located at the bottomRight of the image.,The wine glass is located at the topLeft of the image.
163,419974,Pinpoint the location of the bench in the image and describe where the wine glass is placed in the picture.,The bench is located at the middleLeft and the wine glass is located at the bottomRight of the image.,The bench is located at the bottomCenter and the wine glass is located at the middleLeft of the image.
164,419974,Pinpoint the location of the bench and the wine glass in the image.,The bench is located at the middleLeft and the wine glass is located at the bottomRight of the image.,The bench is located at the bottomCenter and the wine glass is located at the middleLeft of the image.
165,419974,Describe where the bench is placed in the picture.,The bench is located at the middleLeft of the image.,The bench is located at the bottomLeft of the image.
166,419974,Give me the whereabouts of the wine glass in the picture.,The wine glass is located at the bottomRight of the image.,The wine glass is located at the middleLeft of the image.
167,419974,Describe where the bench is placed in the picture and give me the whereabouts of the wine glass in the picture.,The bench is located at the middleLeft and the wine glass is located at the bottomRight of the image.,The bench is located at the bottomLeft and the wine glass is located at the bottomLeft of the image.
168,419974,Describe where the bench and the wine glass are placed in the picture.,The bench is located at the middleLeft and the wine glass is located at the bottomRight of the image.,The bench is located at the bottomCenter and the wine glass is located at the middleLeft of the image.
169,419974,Locate the the wine glass within the image.,The wine glass is located at the bottomRight of the image.,The wine glass is located at the middleLeft of the image.
170,419974,Elaborate on the whereabouts of the cup in the picture.,The cup is located at the bottomRight of the image.,The cup is located at the middleLeft of the image.
171,419974,Locate the the wine glass within the image and elaborate on the whereabouts of the cup in the picture.,The wine glass is located at the bottomRight and the cup is located at the bottomRight of the image.,The wine glass is located at the middleLeft and the cup is located at the middleLeft of the image.
172,419974,Locate the the wine glass and the cup within the image.,The wine glass is located at the bottomRight and the cup is located at the bottomRight of the image.,The wine glass is located at the middleLeft and the cup is located at the middleLeft of the image.
173,419974,Indicate the position of the wine glass in the picture.,The wine glass is located at the bottomRight of the image.,The wine glass is located at the middleLeft of the image.
174,419974,Can you tell me where the cup is in the picture?,The cup is located at the bottomRight of the image.,The cup is located at the middleLeft of the image.
175,419974,Indicate the position of the wine glass in the picture and can you tell me where the cup is in the picture?,The wine glass is located at the bottomRight and the cup is located at the bottomRight of the image.,The wine glass is located at the middleLeft and the cup is located at the middleLeft of the image.
176,419974,Indicate the position of the wine glass and the cup in the picture.,The wine glass is located at the bottomRight and the cup is located at the bottomRight of the image.,The wine glass is located at the middleLeft and the cup is located at the middleLeft of the image.
177,419974,Describe the spatial location of the wine glass in the image.,The wine glass is located at the bottomRight of the image.,The wine glass is located at the middleLeft of the image.
178,419974,Locate the cup in the image.,The cup is located at the bottomRight of the image.,The cup is located at the middleLeft of the image.
179,419974,Describe the spatial location of the wine glass in the image and locate the cup in the image.,The wine glass is located at the bottomRight and the cup is located at the bottomRight of the image.,The wine glass is located at the middleLeft and the cup is located at the middleLeft of the image.
180,419974,Describe the spatial location of the wine glass and the cup in the image.,The wine glass is located at the bottomRight and the cup is located at the bottomRight of the image.,The wine glass is located at the middleLeft and the cup is located at the middleLeft of the image.
181,419974,Identify the location of the cup in the picture.,The cup is located at the bottomRight of the image.,The cup is located at the middleLeft of the image.
182,419974,Where can I find the oven in the image?,The oven is located at the middleLeft of the image.,The oven is located at the middleLeft of the image.
183,419974,Identify the location of the cup in the picture and where can I find the oven in the image?,The cup is located at the bottomRight and the oven is located at the middleLeft of the image.,The cup is located at the middleLeft and the oven is located at the middleCenter of the image.
184,419974,Identify the location of the cup and the oven in the picture.,The cup is located at the bottomRight and the oven is located at the middleLeft of the image.,The cup is located at the middleLeft and the oven is located at the middleCenter of the image.
185,419974,Specify the exact position of the cup in the image.,The cup is located at the bottomRight of the image.,The cup is located at the middleLeft of the image.
186,419974,Tell me about the placement of the oven in the image.,The oven is located at the middleLeft of the image.,The oven is located at the middleLeft of the image.
187,419974,Specify the exact position of the cup in the image and tell me about the placement of the oven in the image.,The cup is located at the bottomRight and the oven is located at the middleLeft of the image.,The cup is located at the middleLeft and the oven is located at the middleCenter of the image.
188,419974,Specify the exact position of the cup and the oven in the image.,The cup is located at the bottomRight and the oven is located at the middleLeft of the image.,The cup is located at the middleLeft and the oven is located at the middleCenter of the image.
189,419974,Tell me about the spatial position of the cup in the picture.,The cup is located at the bottomRight of the image.,The cup is located at the middleLeft of the image.
190,419974,Specify the position of the oven in the image.,The oven is located at the middleLeft of the image.,The oven is located at the middleLeft of the image.
