row_id,image_id,positionName,categoryName,predictedPosition
54,245764,bottomCenter,cat,middleCenter
55,466156,middleCenter,cat,middleCenter
56,10363,middleCenter,cat,middleCenter
57,172330,middleCenter,cat,middleCenter
58,211042,middleCenter,cat,middleCenter
59,361621,middleCenter,cat,middleCenter
60,554291,middleCenter,cat,middleCenter
61,227044,middleCenter,cat,middleCenter
62,530099,middleCenter,cat,middleCenter
63,223747,bottomCenter,cat,bottomCenter
64,312340,middleCenter,cat,middleCenter
65,209747,middleCenter,cat,middleCenter
66,153217,bottomLeft,cat,bottomLeft
67,558073,middleCenter,cat,middleCenter
68,47121,middleRight,cat,middleRight
69,176778,bottomRight,cat,bottomRight
70,568690,middleCenter,cat,middleCenter
71,176857,middleCenter,cat,middleCenter
72,107087,middleLeft,cat,middleLeft
73,491216,bottomCenter,cat,bottomCenter
74,260925,bottomCenter,cat,bottomCenter
75,304560,middleCenter,cat,middleCenter
76,327769,middleCenter,cat,middleCenter
77,7386,bottomCenter,dog,middleRight
78,29187,middleCenter,horse,middleCenter
79,368335,middleCenter,horse,middleCenter
80,367680,middleCenter,horse,middleCenter
81,555050,middleCenter,cow,middleCenter
82,117914,middleLeft,bottle,middleCenter
83,319696,middleRight,bottle,middleRight
84,102707,middleCenter,bottle,middleRight
85,519569,middleCenter,bottle,middleCenter
86,178028,middleLeft,bottle,middleRight
87,290768,topCenter,bottle,topCenter
88,228214,bottomCenter,bottle,bottomCenter
89,453302,middleLeft,bottle,middleCenter
90,293390,topCenter,bottle,topCenter
91,512476,middleLeft,bottle,middleCenter
92,10363,topLeft,bottle,middleCenter
93,480122,middleLeft,bottle,middleLeft
94,262440,middleLeft,bottle,middleLeft
95,500464,middleCenter,bottle,topCenter
96,397133,middleCenter,bottle,bottomCenter
97,327769,topLeft,bottle,topCenter
98,354072,middleLeft,bottle,middleCenter
99,61471,topLeft,bottle,topLeft
100,569917,middleCenter,bottle,middleCenter
101,222825,middleCenter,bottle,middleRight
102,492878,middleLeft,bottle,middleLeft
103,438774,middleLeft,bottle,middleLeft
104,351362,middleRight,bottle,middleRight
105,90108,middleCenter,bottle,middleCenter
106,530836,middleCenter,bottle,middleRight
107,447169,topLeft,bottle,topCenter
108,177934,middleRight,bottle,middleRight
109,47121,middleLeft,bottle,middleLeft
110,229358,topLeft,bottle,middleLeft
111,229311,middleRight,bottle,middleRight
112,51598,middleLeft,bottle,middleCenter
113,419974,middleCenter,chair,middleCenter
114,107087,middleCenter,chair,middleCenter
115,435003,bottomRight,chair,bottomRight
116,68833,bottomRight,chair,middleRight
117,274687,topRight,chair,middleLeft
118,458768,bottomLeft,couch,bottomLeft
119,216497,bottomLeft,couch,bottomLeft
120,554291,topRight,couch,topRight
121,170099,bottomRight,couch,bottomCenter
122,512476,bottomRight,couch,middleRight
123,472046,middleCenter,couch,bottomRight
124,216497,bottomRight,dining table,middleRight
125,529568,bottomLeft,dining table,bottomLeft
126,440475,bottomCenter,dining table,bottomCenter
127,186980,bottomCenter,dining table,middleCenter
128,221708,middleRight,dining table,middleLeft
129,17899,bottomCenter,dining table,bottomCenter
130,397133,bottomLeft,dining table,bottomLeft
131,37777,bottomCenter,dining table,bottomCenter
132,182611,bottomCenter,dining table,bottomCenter
133,136355,bottomCenter,dining table,bottomCenter
134,405432,middleCenter,dining table,middleCenter
135,575970,bottomRight,dining table,middleCenter
136,525083,bottomRight,dining table,middleCenter
137,554291,bottomCenter,dining table,bottomCenter
138,426166,bottomCenter,bicycle,bottomCenter
139,101762,middleCenter,bicycle,middleCenter
140,274687,middleCenter,bicycle,middleCenter
141,370208,middleCenter,bicycle,middleCenter
142,135670,middleCenter,bicycle,middleCenter
143,242287,bottomCenter,bicycle,bottomCenter
144,577932,bottomCenter,bicycle,bottomCenter
145,414510,bottomCenter,bicycle,bottomCenter
146,403565,middleCenter,bicycle,middleCenter
147,109055,middleCenter,bicycle,middleCenter
148,174482,middleCenter,bicycle,middleCenter
149,291634,bottomCenter,bicycle,middleCenter
150,203317,bottomRight,bicycle,bottomRight
151,266400,topLeft,bicycle,topLeft
152,152771,bottomCenter,bicycle,bottomCenter
153,261888,bottomRight,bicycle,bottomRight
154,395180,bottomLeft,bicycle,bottomLeft
155,61108,middleCenter,bicycle,bottomCenter
156,114770,middleCenter,car,middleCenter
157,226417,middleCenter,car,middleCenter
158,527220,middleLeft,car,middleLeft
159,530099,bottomCenter,car,middleCenter
160,367680,middleRight,car,middleRight
161,23272,middleCenter,car,topRight
162,498286,bottomRight,car,bottomRight
163,68093,topRight,car,topCenter
164,165681,topLeft,car,topLeft
165,10363,middleCenter,car,middleCenter
166,107087,bottomCenter,car,middleCenter
167,507975,middleCenter,car,middleRight
168,461751,middleCenter,car,middleCenter
169,45596,middleRight,car,middleRight
170,17178,middleRight,car,middleRight
171,260925,middleCenter,car,middleCenter
172,181542,topLeft,car,topCenter
173,146667,middleCenter,motorcycle,middleLeft
174,461751,bottomCenter,motorcycle,middleCenter
175,139099,bottomRight,motorcycle,bottomCenter
176,179765,middleCenter,motorcycle,middleCenter
177,481567,middleCenter,motorcycle,middleCenter
178,70774,middleCenter,motorcycle,middleCenter
179,472375,middleCenter,motorcycle,middleCenter
180,579902,bottomCenter,motorcycle,bottomCenter
181,292456,bottomCenter,motorcycle,middleLeft
182,454978,bottomLeft,motorcycle,bottomLeft
183,546976,middleCenter,motorcycle,bottomCenter
184,31817,middleCenter,motorcycle,middleCenter
185,394199,middleLeft,motorcycle,bottomCenter
186,153217,middleCenter,motorcycle,middleCenter
187,455624,middleCenter,motorcycle,middleCenter
188,259830,bottomLeft,motorcycle,bottomRight
189,11149,middleLeft,motorcycle,middleLeft
190,102331,middleCenter,motorcycle,middleCenter
191,114770,bottomCenter,motorcycle,bottomCenter
192,345027,bottomCenter,motorcycle,bottomCenter
193,410878,middleLeft,motorcycle,bottomCenter
194,52412,topLeft,airplane,topLeft
195,114770,topRight,airplane,topCenter
196,17207,middleCenter,bus,middleCenter
197,200839,middleCenter,bus,middleCenter
198,329614,bottomCenter,bus,bottomCenter
199,367680,middleLeft,bus,middleLeft
200,350122,middleLeft,bus,middleCenter
201,181542,topLeft,bus,topCenter
202,33854,middleRight,bus,middleRight
203,492077,topLeft,bus,topLeft
204,464476,topCenter,train,topCenter
205,492937,topRight,train,topRight
206,422706,middleCenter,boat,topCenter
207,111086,topCenter,boat,middleCenter
208,57672,middleCenter,boat,middleCenter
209,400803,middleCenter,boat,middleCenter
210,395180,middleRight,boat,middleRight
211,248334,middleRight,boat,middleCenter
212,425226,middleCenter,person,bottomCenter
213,440475,middleRight,person,middleCenter
214,555050,middleLeft,person,middleCenter
215,458992,topCenter,person,middleCenter
216,481567,middleCenter,person,middleCenter
217,329614,bottomLeft,person,bottomRight
218,9772,middleCenter,person,middleCenter
219,102331,topCenter,person,middleCenter
220,579902,middleCenter,person,middleCenter
221,329219,middleCenter,person,middleCenter
222,546976,middleCenter,person,middleCenter
223,394199,middleRight,person,middleRight
224,492937,topCenter,person,topCenter
225,464476,middleLeft,person,topLeft
226,289343,middleCenter,person,middleCenter
227,579321,topCenter,person,topCenter
228,261888,middleCenter,person,middleRight
229,17899,topLeft,person,middleLeft
230,93437,middleCenter,person,middleCenter
231,226408,middleLeft,person,middleCenter
232,200839,middleLeft,person,middleLeft
233,210299,middleLeft,person,middleCenter
234,481386,middleCenter,person,middleCenter
235,570834,middleCenter,person,middleCenter
236,65485,middleCenter,car,middleCenter
237,441586,middleCenter,motorcycle,middleLeft
238,69213,middleRight,motorcycle,middleRight
239,7386,middleCenter,motorcycle,middleCenter
240,445834,middleCenter,bus,middleCenter
241,404484,topRight,person,topRight
242,357737,middleCenter,motorcycle,middleCenter
243,86220,middleCenter,bus,middleCenter
244,246963,topRight,stop sign,topRight
245,222094,topLeft,stop sign,topLeft
246,185802,bottomCenter,umbrella,bottomCenter
247,96001,bottomCenter,umbrella,middleCenter
248,256941,topCenter,umbrella,topCenter
249,370486,topCenter,umbrella,topCenter
250,488592,middleCenter,umbrella,middleRight
251,435880,bottomLeft,couch,bottomLeft
252,221708,middleRight,potted plant,topRight
253,136033,bottomCenter,potted plant,bottomLeft
254,22371,bottomCenter,tie,middleCenter
255,262895,bottomCenter,tie,bottomCenter
256,297578,middleCenter,tie,topCenter
257,170099,bottomLeft,tie,bottomLeft
258,58539,bottomCenter,tie,middleCenter
259,58705,bottomLeft,tie,bottomLeft
260,243204,bottomLeft,sandwich,bottomLeft
261,274687,middleLeft,bed,middleLeft
262,226408,middleLeft,bed,topCenter
263,297353,bottomCenter,bed,bottomCenter
264,91615,topLeft,tv,topRight
265,459272,bottomRight,cell phone,bottomRight
266,423123,middleCenter,cell phone,middleCenter
267,228214,middleCenter,cell phone,middleCenter
268,414510,middleLeft,cell phone,middleCenter
269,323263,topRight,cell phone,topRight
270,395180,middleLeft,cell phone,topRight
271,144333,middleCenter,cell phone,topCenter
272,445658,middleLeft,refrigerator,middleLeft
273,37777,middleRight,refrigerator,middleRight
274,221708,middleCenter,refrigerator,middleCenter
275,240940,topLeft,refrigerator,middleLeft
276,68833,middleLeft,refrigerator,middleLeft
277,540502,middleLeft,refrigerator,middleLeft
278,435880,middleRight,refrigerator,middleRight
279,506310,middleCenter,refrigerator,middleCenter
280,423123,bottomRight,refrigerator,middleRight
281,136355,middleRight,refrigerator,middleRight
282,292060,bottomRight,refrigerator,middleRight
283,7574,middleLeft,refrigerator,middleLeft
284,222825,middleLeft,refrigerator,middleLeft
285,429598,middleLeft,refrigerator,middleLeft
286,237928,middleRight,refrigerator,middleRight
287,441247,middleCenter,refrigerator,middleLeft
288,248111,bottomRight,refrigerator,middleRight
289,226984,middleRight,refrigerator,middleRight
290,437898,middleCenter,refrigerator,middleCenter
291,407614,middleRight,refrigerator,middleRight
292,575970,middleLeft,refrigerator,middleLeft
293,527750,middleRight,refrigerator,middleRight
294,525083,middleLeft,refrigerator,middleCenter
295,415194,middleLeft,refrigerator,middleLeft
296,52996,middleCenter,refrigerator,middleCenter
297,485844,middleLeft,refrigerator,middleLeft
298,491216,middleLeft,refrigerator,middleLeft
299,78266,middleLeft,refrigerator,topCenter
300,453302,bottomLeft,refrigerator,bottomLeft
301,425226,middleCenter,refrigerator,middleCenter
302,382696,middleLeft,refrigerator,middleLeft
303,30213,middleRight,refrigerator,middleRight
304,40471,middleRight,refrigerator,bottomRight
305,452793,middleRight,refrigerator,middleRight
306,507081,middleLeft,refrigerator,middleLeft
307,186980,middleLeft,refrigerator,middleLeft
308,156278,topRight,clock,topRight
309,382122,middleCenter,clock,middleCenter
310,484760,bottomRight,clock,middleRight
311,441247,middleLeft,clock,middleLeft
312,184762,middleCenter,clock,middleCenter
313,68833,topRight,clock,topRight
314,74209,topRight,clock,topRight
315,447169,middleRight,clock,topCenter
316,140658,topCenter,clock,topCenter
317,465129,bottomLeft,clock,bottomLeft
318,492878,middleCenter,toothbrush,topLeft
319,413552,topCenter,toothbrush,topCenter
320,507473,middleCenter,toothbrush,middleCenter
321,508370,bottomCenter,bicycle,middleLeft
322,144333,bottomCenter,bicycle,bottomCenter
323,224051,middleCenter,bicycle,middleCenter
324,560474,middleCenter,car,topRight
325,515266,topRight,car,middleRight
326,8211,middleLeft,motorcycle,middleLeft
327,299887,middleLeft,motorcycle,bottomCenter
328,467511,middleCenter,motorcycle,middleCenter
329,333745,middleCenter,bus,middleCenter
330,313182,middleCenter,bus,middleCenter
331,565391,middleCenter,cat,middleCenter
332,199771,bottomCenter,bottle,middleRight
333,241319,topLeft,bottle,topLeft
334,144798,topRight,bottle,topCenter
335,136355,topCenter,bottle,middleRight
336,68078,middleRight,bottle,bottomCenter
337,429598,topRight,bottle,middleRight
338,30213,bottomRight,chair,bottomRight
339,407614,bottomRight,chair,middleCenter
340,507081,bottomLeft,chair,middleLeft
341,438774,middleRight,chair,middleCenter
342,17899,topRight,couch,middleRight
343,415194,middleLeft,dining table,middleLeft
344,117425,bottomCenter,dining table,bottomCenter
345,129113,middleCenter,dining table,middleCenter
346,472046,bottomLeft,dining table,bottomLeft
347,480122,bottomCenter,dining table,bottomCenter
348,2592,middleCenter,dining table,middleCenter
349,298396,bottomCenter,dining table,bottomCenter
350,3845,middleCenter,dining table,middleCenter
351,34873,middleRight,dining table,bottomCenter
352,414510,topRight,truck,topCenter
353,469192,middleCenter,truck,middleCenter
354,141597,middleCenter,truck,middleCenter
355,345027,bottomCenter,truck,bottomRight
356,292997,middleRight,truck,middleCenter
357,138639,middleLeft,traffic light,middleLeft
358,577932,topLeft,traffic light,topCenter
359,293044,middleCenter,dining table,middleCenter
360,227511,bottomLeft,fire hydrant,middleRight
361,168337,bottomCenter,fire hydrant,bottomCenter
362,89556,bottomCenter,fire hydrant,bottomCenter
363,412531,middleLeft,parking meter,middleLeft
364,30828,topCenter,parking meter,topCenter
365,187243,bottomLeft,person,bottomCenter
366,202228,middleCenter,person,middleCenter
367,54654,middleCenter,person,middleCenter
368,383606,middleCenter,person,middleCenter
369,117645,middleCenter,person,middleLeft
370,365642,middleCenter,person,middleCenter
371,297353,middleCenter,person,middleCenter
372,580294,middleRight,person,middleRight
373,393569,middleRight,person,middleRight
374,333745,middleLeft,person,middleRight
375,565045,bottomRight,person,bottomRight
376,233370,bottomCenter,person,bottomCenter
377,481573,middleRight,person,middleRight
378,173008,middleCenter,person,middleCenter
379,223747,middleRight,person,middleCenter
380,37670,topRight,person,middleRight
381,484415,middleLeft,person,middleCenter
382,485844,middleCenter,person,middleCenter
383,520910,middleCenter,person,middleCenter
384,281032,middleCenter,person,middleCenter
385,108026,middleCenter,person,middleRight
386,30828,middleCenter,person,middleCenter
387,2532,middleCenter,person,middleCenter
388,243204,middleRight,person,middleRight
389,314177,bottomCenter,person,bottomCenter
390,144333,middleCenter,person,middleCenter
391,527750,middleCenter,person,middleCenter
392,170099,middleLeft,person,middleLeft
393,17436,bottomLeft,person,bottomLeft
394,262895,middleCenter,person,middleCenter
395,384808,middleRight,person,topRight
396,465129,middleLeft,person,middleCenter
397,123480,middleCenter,person,middleCenter
398,3156,middleCenter,person,middleCenter
399,237118,middleCenter,person,middleCenter
400,561256,middleRight,person,middleCenter
401,489339,middleCenter,person,middleCenter
402,474095,middleCenter,person,middleCenter
403,398905,middleCenter,person,middleCenter
404,22371,middleCenter,person,middleCenter
405,163562,middleCenter,person,middleCenter
406,25096,middleLeft,person,middleLeft
407,33638,middleLeft,person,middleCenter
408,465179,middleCenter,person,middleCenter
409,507473,middleCenter,person,middleCenter
410,523100,topRight,person,topRight
411,206411,middleLeft,person,middleLeft
412,543047,middleCenter,dining table,middleCenter
413,365207,middleCenter,bench,middleCenter
414,349184,middleCenter,bench,middleCenter
415,458768,middleCenter,bench,middleLeft
416,78404,bottomCenter,bench,middleCenter
417,30828,middleCenter,bench,middleCenter
418,289343,bottomLeft,bench,bottomRight
419,515266,bottomCenter,bench,bottomCenter
420,163562,bottomLeft,frisbee,bottomLeft
421,2532,bottomCenter,skis,bottomCenter
422,97679,middleCenter,snowboard,topCenter
423,117645,middleCenter,snowboard,middleCenter
424,492362,bottomCenter,skateboard,bottomCenter
425,279278,middleCenter,skateboard,middleCenter
426,481573,middleCenter,skateboard,middleCenter
427,489339,middleCenter,surfboard,middleCenter
428,175364,topRight,wine glass,middleCenter
429,346703,bottomLeft,wine glass,middleCenter
430,501523,topCenter,cup,topLeft
431,3845,topLeft,cup,topLeft
432,279278,topRight,cup,topRight
433,93437,middleRight,cup,bottomRight
434,229358,bottomRight,cup,middleLeft
435,102707,bottomRight,cup,bottomRight
436,2592,middleCenter,cup,middleCenter
437,458992,middleRight,fork,middleLeft
438,504711,middleCenter,fork,bottomCenter
439,84241,middleLeft,fork,bottomCenter
440,123585,middleLeft,fork,middleRight
441,3845,topCenter,fork,topRight
442,329219,topLeft,knife,topLeft
443,199771,bottomRight,knife,bottomCenter
444,397133,middleLeft,knife,middleLeft
445,458992,middleLeft,knife,middleLeft
446,25096,bottomLeft,knife,bottomCenter
447,2592,bottomCenter,knife,bottomCenter
448,117425,middleCenter,spoon,bottomCenter
449,356347,topRight,spoon,middleRight
450,98018,bottomLeft,spoon,bottomLeft
451,351609,topCenter,spoon,topRight
452,281032,middleCenter,spoon,bottomCenter
453,512476,bottomCenter,spoon,bottomCenter
454,480122,topCenter,spoon,topCenter
455,523175,middleCenter,spoon,middleRight
456,494869,middleRight,spoon,middleLeft
457,351609,middleCenter,bowl,middleCenter
458,30213,middleCenter,bowl,middleLeft
459,110884,middleLeft,bowl,bottomCenter
460,40471,middleCenter,bowl,middleCenter
461,512476,bottomCenter,bowl,bottomCenter
462,481386,middleLeft,bowl,bottomLeft
463,91615,middleCenter,bowl,middleLeft
464,402346,bottomCenter,bowl,bottomCenter
465,543047,bottomCenter,bowl,middleCenter
466,47121,middleLeft,bowl,middleLeft
467,45229,bottomCenter,bowl,bottomCenter
468,34873,middleRight,bowl,middleLeft
469,482436,middleCenter,bowl,bottomCenter
470,136772,middleCenter,bowl,middleCenter
471,523100,bottomCenter,bowl,middleLeft
472,229311,middleLeft,bowl,middleRight
473,480122,bottomCenter,bowl,middleCenter
474,435880,middleRight,bowl,middleRight
475,425226,topLeft,bowl,middleLeft
476,550714,bottomCenter,banana,middleCenter
477,66231,bottomRight,banana,bottomRight
478,530836,bottomCenter,banana,middleRight
479,58705,middleLeft,banana,middleLeft
480,480122,middleCenter,banana,bottomCenter
481,575970,middleCenter,banana,middleCenter
482,37777,bottomRight,banana,bottomCenter
483,298396,bottomCenter,banana,middleRight
484,3661,middleCenter,banana,middleCenter
485,74209,middleRight,banana,middleRight
486,12667,middleCenter,banana,middleCenter
487,185802,middleLeft,banana,middleLeft
488,34873,middleCenter,apple,middleCenter
489,78266,middleCenter,apple,topCenter
490,522007,middleLeft,apple,middleLeft
491,440475,middleLeft,apple,bottomCenter
492,351609,middleCenter,orange,middleCenter
493,565045,bottomRight,orange,middleLeft
494,136772,middleCenter,orange,middleCenter
495,173008,bottomLeft,orange,bottomRight
496,78266,middleCenter,orange,topCenter
497,293044,topCenter,carrot,topCenter
498,458992,bottomCenter,pizza,bottomCenter
499,504711,topCenter,cake,topCenter
500,211825,middleCenter,cake,middleCenter
501,117425,bottomLeft,cake,bottomCenter
502,438774,middleRight,cake,middleRight
503,74209,bottomCenter,dining table,middleCenter
504,90108,bottomRight,toilet,bottomRight
505,267903,bottomRight,toilet,bottomRight
506,568690,bottomCenter,toilet,bottomCenter
507,32285,bottomLeft,toilet,bottomLeft
508,564023,bottomCenter,toilet,bottomCenter
509,581615,bottomCenter,toilet,bottomCenter
510,210855,bottomCenter,toilet,bottomCenter
511,314177,bottomCenter,toilet,bottomRight
512,311081,bottomLeft,toilet,bottomLeft
513,27982,middleLeft,toilet,bottomLeft
514,129322,bottomCenter,toilet,bottomCenter
515,263796,bottomCenter,toilet,bottomCenter
516,111951,bottomRight,toilet,bottomRight
517,550797,middleCenter,toilet,bottomCenter
518,397327,middleCenter,toilet,middleRight
519,163258,bottomLeft,toilet,bottomLeft
520,58029,bottomLeft,toilet,bottomCenter
521,489091,bottomLeft,toilet,bottomLeft
522,560279,middleCenter,toilet,bottomCenter
523,569917,bottomLeft,toilet,bottomLeft
524,102644,bottomLeft,toilet,bottomLeft
525,103585,middleRight,toilet,middleRight
526,431140,middleLeft,toilet,bottomLeft
527,455981,middleCenter,toilet,topCenter
528,42276,topLeft,toilet,middleLeft
529,342295,bottomRight,toilet,bottomRight
530,514914,middleRight,toilet,middleRight
531,571804,middleCenter,toilet,middleCenter
532,251065,middleCenter,toilet,middleCenter
533,507893,bottomRight,toilet,bottomRight
534,89761,bottomCenter,toilet,middleCenter
535,309495,middleRight,toilet,bottomCenter
536,423971,middleCenter,toilet,middleCenter
537,138819,bottomRight,toilet,bottomRight
538,437392,middleCenter,toilet,middleCenter
539,557258,bottomCenter,toilet,middleCenter
540,32817,bottomCenter,toilet,middleLeft
541,325114,middleLeft,toilet,middleLeft
542,537812,middleLeft,toilet,middleLeft
543,234413,middleCenter,toilet,middleCenter
544,384808,middleLeft,toilet,middleRight
545,53505,bottomCenter,toilet,bottomCenter
546,263474,middleCenter,toilet,middleCenter
547,104803,middleCenter,toilet,middleCenter
548,23666,bottomCenter,toilet,bottomCenter
549,446574,bottomLeft,toilet,bottomLeft
550,351362,bottomRight,toilet,bottomCenter
551,241602,bottomLeft,toilet,bottomCenter
552,357567,bottomRight,toilet,bottomRight
553,505169,bottomRight,toilet,bottomRight
554,416745,bottomCenter,toilet,bottomCenter
555,175387,bottomCenter,toilet,bottomCenter
556,56350,topRight,toilet,topRight
557,570736,bottomCenter,toilet,bottomCenter
558,547816,bottomLeft,toilet,bottomLeft
559,85576,bottomLeft,toilet,bottomLeft
560,384850,bottomRight,toilet,bottomRight
561,487583,middleCenter,toilet,middleCenter
562,211042,middleCenter,toilet,middleLeft
563,6818,bottomCenter,toilet,bottomRight
564,555012,topCenter,toilet,middleCenter
565,394328,bottomCenter,toilet,bottomCenter
566,170893,bottomCenter,toilet,bottomLeft
567,288062,bottomCenter,toilet,middleCenter
568,564127,middleCenter,toilet,middleCenter
569,117914,bottomLeft,toilet,bottomLeft
570,370818,bottomLeft,toilet,bottomLeft
571,10977,bottomCenter,toilet,bottomCenter
572,523229,bottomCenter,toilet,middleCenter
573,328959,bottomCenter,toilet,bottomCenter
574,110884,bottomRight,toilet,bottomRight
575,105249,bottomCenter,toilet,bottomCenter
576,462614,bottomLeft,toilet,bottomLeft
577,376442,middleCenter,toilet,middleCenter
578,180792,bottomCenter,toilet,bottomCenter
579,286907,bottomCenter,toilet,bottomCenter
580,243495,middleRight,toilet,middleRight
581,308466,bottomCenter,toilet,bottomCenter
582,157807,bottomCenter,toilet,bottomCenter
583,167898,bottomRight,toilet,bottomRight
584,55002,middleCenter,toilet,middleCenter
585,187243,topRight,toilet,topRight
586,352584,middleCenter,toilet,bottomCenter
587,62025,bottomLeft,toilet,bottomRight
588,331352,bottomCenter,toilet,middleCenter
589,557172,bottomRight,toilet,bottomRight
590,245764,middleRight,toilet,bottomCenter
591,176778,middleCenter,toilet,middleCenter
592,393569,bottomLeft,toilet,bottomLeft
593,110042,bottomCenter,toilet,bottomCenter
594,34760,middleCenter,toilet,bottomCenter
595,403385,bottomRight,toilet,bottomRight
596,206411,middleCenter,toilet,middleCenter
597,272416,middleRight,toilet,middleRight
598,262440,middleCenter,toilet,middleCenter
599,350833,bottomCenter,toilet,bottomCenter
600,484415,middleCenter,toilet,middleCenter
601,92124,bottomRight,toilet,bottomRight
602,409358,bottomLeft,toilet,bottomCenter
603,360564,bottomCenter,toilet,middleCenter
604,232649,bottomCenter,toilet,bottomRight
605,144798,bottomRight,toilet,bottomRight
606,68078,bottomRight,toilet,bottomRight
607,61471,topCenter,toilet,topCenter
608,389804,middleCenter,toilet,middleCenter
609,154718,middleCenter,toilet,middleCenter
610,504074,bottomCenter,laptop,bottomCenter
611,479126,bottomCenter,laptop,bottomCenter
612,435003,middleLeft,laptop,middleLeft
613,22371,bottomLeft,laptop,bottomLeft
614,435003,middleRight,mouse,bottomCenter
615,149222,bottomRight,mouse,bottomRight
616,108026,middleLeft,mouse,middleRight
617,405432,topRight,remote,topLeft
618,37670,middleCenter,remote,middleRight
619,127987,bottomRight,keyboard,bottomRight
620,149222,bottomCenter,keyboard,bottomCenter
621,3661,middleLeft,keyboard,middleLeft
622,108026,bottomLeft,keyboard,bottomLeft
623,237928,middleLeft,microwave,middleCenter
624,575970,middleRight,microwave,middleLeft
625,445658,middleRight,microwave,middleRight
626,40471,middleLeft,microwave,middleLeft
627,543047,middleCenter,microwave,topCenter
628,216497,middleCenter,microwave,middleLeft
629,173008,topCenter,microwave,middleRight
630,438774,topCenter,microwave,topLeft
631,441247,middleLeft,microwave,middleLeft
632,540502,middleCenter,microwave,topCenter
633,525083,middleLeft,microwave,middleCenter
634,127182,topLeft,microwave,topLeft
635,466986,middleLeft,microwave,middleLeft
636,97022,middleRight,microwave,middleRight
637,425226,topLeft,microwave,topCenter
638,522007,bottomRight,microwave,bottomRight
639,319696,middleLeft,microwave,middleLeft
640,68833,middleRight,microwave,middleRight
641,365766,middleLeft,microwave,middleLeft
642,109976,topCenter,microwave,topCenter
643,56127,middleLeft,oven,middleRight
644,529568,bottomCenter,oven,bottomLeft
645,523100,topLeft,oven,topRight
646,485844,middleRight,oven,middleLeft
647,74209,middleCenter,oven,middleCenter
648,37777,bottomCenter,oven,middleCenter
649,429598,middleCenter,oven,middleRight
650,437898,bottomRight,oven,bottomCenter
651,226984,middleCenter,oven,middleCenter
652,102707,bottomCenter,oven,bottomCenter
653,343466,bottomCenter,oven,bottomCenter
654,522007,bottomRight,oven,bottomRight
655,7574,middleCenter,oven,middleCenter
656,262682,middleLeft,oven,middleLeft
657,565776,middleCenter,oven,middleCenter
658,540502,middleCenter,oven,middleCenter
659,527750,middleLeft,oven,middleCenter
660,216497,middleRight,oven,middleRight
661,472046,bottomRight,oven,bottomRight
662,365766,bottomLeft,oven,bottomLeft
663,243204,bottomLeft,oven,middleLeft
664,84241,middleRight,oven,bottomCenter
665,186980,middleRight,oven,middleRight
666,307145,topRight,oven,topLeft
667,447169,bottomLeft,oven,bottomLeft
668,54654,bottomLeft,oven,bottomLeft
669,519569,middleCenter,oven,middleCenter
670,222825,bottomRight,oven,bottomRight
671,91615,middleRight,oven,middleRight
672,248111,bottomCenter,oven,bottomCenter
673,177935,bottomCenter,oven,middleCenter
674,127182,bottomLeft,oven,bottomLeft
675,290768,middleCenter,oven,middleCenter
